map{ id = "1_aaa_corrupted_save_map", description = "_corrupted_save_map" }
file{ path = "sprites/enemies/crow_feather.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/enemy_killed.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/enemy_killed.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/enemy_killed_ko.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/enemy_killed_ko.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/enemy_killed_old.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/enemy_killed_projectile.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/enemy_killed_projectile.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/enemy_killed_small.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/enemy_killed_small.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/ghost_smoke_large.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/ghost_smoke_large.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/ground1.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/air_slash.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/air_slash.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/air_wave.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/air_wave.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/arrow8.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/arrow8.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/arrow_4.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/barrel_cannon.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/barrel_cannon.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/big_stone.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/big_stone.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/birds.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/black_blast.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/blackbird.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/blue_fire.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/blue_fire.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/boomerang.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/boomerang.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/crusher.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/crusher.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/curse_blast.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/curse_blast.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/curse_skull.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/curse_skull.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/dove.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/energy_ball.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/energy_ball.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/energy_ball_black.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/energy_ball_black_2.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/energy_ball_small.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/energy_ball_small_black.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/explosive_barrel.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/explosive_barrel.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/falling_egg.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/falling_egg.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/falling_rock.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/falling_rock.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/fire.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/fire_blast.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/fire_blast.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/fireball_red_small.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/fireball_red_small.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/gargoyle_cat.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/gargoyle_cat.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/goblin_crown.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/hitbox.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/jelly_needle.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/jelly_needle.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/lightning_strike.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/lionhead.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/lionhead.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/moss_bop_grass.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/nitrodendron_bomb.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/octorok_stone.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/octorok_stone.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/octorok_stone_2.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/octorok_stone_2.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/orange.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/orange.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/pollutant_blocker.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/pollutant_blocker.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/pollution_puddle.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/pop.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/root_small.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/root_small.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/sea_beam.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/sea_blast.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/sea_king_sword_slash.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/seagull.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/seagull.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/seamonster_tentacle.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/seamonster_tentacle.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/skeleton_hand.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/skeleton_hand.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/sparrow.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/spirit_sword.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/spirit_sword.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/splash.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/spore.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/spore.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/steam_attack.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/steam_attack.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/stone_dragon_turret.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/stone_dragon_turret.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/stone_projectile.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/stone_projectile.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/sword_slash.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/sword_slash.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/thyme_bomb.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/warp_block.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/weak_tree.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/weak_tree.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/misc/zora_fire.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/OGRE_TEMPLATE.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/SOME_PIRATE.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/arborgeist_acorn.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/arborgeist_acorn.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/arborgeist_bomber.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/arborgeist_bomber.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/arborgeist_gust.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/arborgeist_gust.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/arborgeist_rogue.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/arborgeist_rogue.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/arborgeist_stump.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/arborgeist_stump.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/aster_enemy.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/aster_enemy.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/aster_enemy_weapon.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/automatic_crow_knight.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/automatic_crow_knight.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/bat_1.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/bat_1.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/bat_2.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/bat_2.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/birdfox_1.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/birdfox_1.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/blade_trap.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/blade_trap.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/blade_trap_circle.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/blade_trap_collision.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/blade_trap_linear.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/boulder_bro.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/boulder_bro.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/burrow_like.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/burrow_like.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/enemies/normal_enemies/centipede.dat", author = "Max Mraz", license = "All Rights Reserved" }
